"","142C_CA1","142C_DG","143C_CA1","143C_DG","143C-CA1-1","143D-CA1-3","143D-DG-3","144C-CA1-2","144C-CA3-2","144C-DG-2","144D-CA3-2","144D-DG-2","146C-CA1-4","146C-DG-4","146D-CA1-3","146D-CA3-3","146D-DG-3","147C-CA1-3","147C-CA3-3","147C-DG-3","147D-CA3-1","147D-DG-1"
"St3gal5",76,101,160,60,60,18,26,88,38,76,61,132,24,14,4,99,0,69,91,110,115,398
"St3gal6",8,0,8,1,3,0,1,4,4,1,6,3,4,0,2,4,0,6,12,6,10,12
"St5",20,14,21,18,3,5,6,8,4,9,9,22,3,0,3,10,0,10,27,21,29,65
"St6gal1",18,2,16,11,2,1,1,9,4,1,4,6,2,0,0,13,0,8,54,3,5,20
"St6gal2",51,27,98,15,26,8,4,28,3,11,7,23,9,1,6,9,0,30,16,23,12,33
"St6galnac1",5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,0,1
"St6galnac2",26,3,8,11,5,0,0,9,0,3,17,8,0,0,0,2,0,3,58,7,26,50
"St6galnac3",6,33,10,25,8,0,8,6,0,19,5,30,0,3,0,3,0,7,9,38,8,108
"St6galnac4",35,24,50,54,22,1,11,36,22,14,37,38,12,3,1,34,0,19,68,26,58,81
"St6galnac5",1309,634,1909,490,638,327,170,1076,219,401,269,900,322,64,57,595,5,797,819,677,838,2148
"St6galnac6",31,13,41,17,14,12,5,26,16,11,33,24,6,2,1,23,0,19,59,24,58,74
"St7",12,13,11,16,6,3,3,3,1,8,4,16,5,1,0,8,0,4,11,18,8,25
"St7l",19,13,21,5,8,2,4,5,4,7,8,17,8,0,3,8,0,11,15,22,14,47
"St8sia1",345,143,618,81,136,54,13,199,29,53,56,94,123,11,11,132,0,158,221,76,90,196
"St8sia2",0,15,2,2,0,0,2,2,0,3,2,2,0,2,0,0,0,0,0,7,2,4
"St8sia3",598,123,940,152,301,92,28,364,57,76,136,204,147,22,40,230,0,293,352,130,309,487
"St8sia4",39,88,46,86,7,0,27,23,3,38,12,83,31,13,0,15,2,22,30,70,12,131
"St8sia5",196,2,178,4,87,61,2,99,24,2,59,1,57,1,6,58,0,96,139,6,131,0
"St8sia6",77,1,40,1,13,4,1,25,0,0,10,8,5,0,15,4,0,19,38,3,9,0
"Stab1",33,0,29,11,3,7,3,13,13,3,9,18,2,0,0,19,0,5,83,21,18,40
"Stab2",15,4,11,0,0,0,0,11,0,4,2,8,4,1,0,1,0,6,4,11,5,26
"Stac",43,0,66,1,23,10,0,40,0,2,0,0,18,0,0,0,0,32,0,0,0,10
"Stac2",92,9,184,22,60,24,4,76,86,4,225,16,34,0,1,150,6,90,298,13,409,49
"Stac3",11,5,14,7,2,8,3,2,0,2,3,7,1,0,0,5,0,3,4,5,1,6
"Stag1",34,34,41,19,11,6,9,11,5,16,7,28,5,4,1,9,0,16,23,38,19,117
"Stag2",69,66,75,38,22,9,15,28,7,31,10,56,29,7,3,32,4,33,52,54,18,139
"Stag3",0,1,3,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,8,1,0,4
"Stam",64,53,116,50,33,5,22,53,14,29,27,69,18,6,7,44,0,48,66,75,53,175
"Stam2",34,23,41,16,15,2,6,24,2,9,10,26,7,1,0,13,0,21,33,27,11,58
"Stambp",33,25,50,32,15,12,6,32,17,15,19,33,12,10,1,9,1,24,26,28,34,104
"Stambpl1",24,7,39,4,7,1,1,8,8,7,17,12,2,0,0,19,1,13,19,9,24,44
"Stap1",13,24,35,8,1,0,2,3,1,3,3,7,6,3,0,2,1,4,20,15,15,28
"Stap2",9,2,0,0,1,0,0,1,0,2,2,1,2,0,0,0,0,2,0,1,0,0
"Star",32,30,34,8,4,2,11,10,3,12,8,24,3,1,0,12,0,12,26,24,18,94
"Stard10",0,2,4,10,1,1,1,6,1,5,2,13,4,2,2,0,0,4,3,9,4,48
"Stard13",7,33,15,15,4,0,4,9,4,14,9,27,14,2,0,13,0,5,21,35,3,82
"Stard3",182,44,166,23,77,32,23,101,25,27,64,120,28,16,0,47,0,93,162,94,143,325
"Stard3nl",30,25,30,33,17,12,11,27,16,15,31,42,3,4,3,25,0,18,43,35,51,111
"Stard4",17,6,22,27,7,3,2,14,5,3,21,7,2,3,0,18,0,11,71,15,32,18
"Stard5",3,28,10,9,1,0,8,12,10,17,16,31,2,4,4,48,0,2,51,27,19,47
"Stard6",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0
"Stard7",106,135,186,124,64,36,50,82,74,81,92,222,47,19,18,139,6,92,256,169,200,513
"Stard8",8,32,18,49,2,2,12,10,6,38,4,66,3,2,0,11,0,10,22,73,19,394
"Stard9",21,17,32,42,5,2,6,16,8,9,16,28,9,3,2,29,3,16,56,32,33,79
"Stat1",3,5,19,3,6,1,3,8,2,6,3,10,1,1,0,6,0,6,15,10,8,29
"Stat2",164,62,134,86,42,20,34,50,18,45,30,74,18,3,2,36,2,61,46,81,74,224
"Stat3",56,160,80,179,20,13,29,35,21,71,18,97,8,14,6,22,2,35,133,166,57,251
"Stat4",0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"Stat5a",0,0,4,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,0,2,6,0
"Stat5b",12,21,43,34,18,2,7,17,11,11,20,27,17,8,12,29,0,17,29,36,15,92
"Stat6",46,0,40,28,11,6,0,10,2,0,6,6,0,4,4,6,0,24,36,14,16,8
"Stau1",55,76,108,60,29,16,14,54,13,27,27,54,11,9,5,42,0,40,63,63,47,115
"Stau2",39,22,58,25,18,10,6,36,11,15,28,31,12,3,3,28,1,20,49,26,56,89
"Stbd1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,5,0
"Stc1",14,7,16,12,0,0,0,4,5,11,9,37,17,0,0,7,0,14,35,15,0,19
"Stc2",0,26,19,25,9,3,9,3,2,19,13,33,2,5,0,39,0,6,48,15,30,19
"Steap1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Steap2",6,1,5,3,1,0,0,4,1,2,3,1,0,0,0,3,0,3,22,3,2,7
"Steap3",2,4,5,6,1,1,3,0,1,3,1,5,0,0,0,7,0,2,9,9,2,19
"Steap4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Stfa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stfa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stfa2l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stfa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stil",0,3,4,1,0,0,4,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0
"Stim1",98,85,188,66,40,20,16,67,16,54,45,121,28,11,6,78,1,58,110,99,68,299
"Stim2",432,282,512,236,190,93,62,242,78,147,120,266,83,26,10,197,3,208,270,231,285,712
"Stip1",512,479,845,462,324,190,127,501,220,368,322,779,149,120,12,356,19,409,769,616,579,1248
"Stk10",60,101,54,14,12,17,1,9,3,46,24,55,5,12,0,20,0,19,46,32,81,211
"Stk11",62,45,80,33,22,7,13,36,17,25,31,63,19,9,6,39,2,44,58,46,46,150
"Stk11ip",71,51,80,68,27,14,20,49,15,30,33,76,13,4,0,18,2,46,92,61,46,134
"Stk16",21,33,30,16,11,8,9,13,10,14,24,32,3,4,4,19,0,15,29,36,31,60
"Stk17b",4,0,8,6,4,0,2,8,4,2,0,4,5,4,0,8,0,10,12,9,4,4
"Stk19",40,34,19,42,21,9,8,11,3,12,14,30,6,6,0,6,0,20,18,33,23,54
"Stk24",239,159,446,207,93,39,50,165,52,130,89,257,94,32,13,101,0,171,195,186,251,583
"Stk25",476,178,582,221,199,123,67,300,101,118,176,272,103,23,45,263,1,279,363,261,450,682
"Stk26",16,30,54,16,13,4,10,29,4,12,2,20,14,2,2,18,2,24,4,24,8,59
"Stk3",27,16,22,6,8,1,4,24,7,8,12,11,7,2,0,24,0,12,16,20,18,72
"Stk31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stk32a",25,20,56,31,4,0,1,6,25,1,16,5,17,0,0,13,0,17,96,4,7,9
"Stk32b",0,0,2,0,8,0,1,8,13,1,30,3,0,0,0,25,0,0,142,4,58,14
"Stk32c",46,269,102,360,46,13,126,76,20,256,62,590,27,52,0,41,8,36,132,400,62,1532
"Stk33",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,2,0
"Stk35",14,99,103,59,44,22,23,48,20,106,26,114,16,24,0,70,2,42,90,130,68,288
"Stk36",2,7,3,2,1,2,2,1,0,1,3,3,2,2,0,1,0,4,5,3,2,4
"Stk38",98,68,79,84,28,14,24,32,13,32,28,69,28,6,0,37,0,46,104,99,66,160
"Stk38l",47,52,52,32,20,7,11,29,14,24,20,35,6,6,1,23,1,20,55,70,28,90
"Stk39",336,152,592,134,163,73,30,188,41,75,174,206,42,39,10,152,0,147,270,181,396,403
"Stk4",80,59,108,53,42,19,9,54,14,27,28,76,37,2,3,32,3,57,32,49,53,167
"Stk40",56,91,43,69,16,9,9,31,17,32,21,34,18,3,0,16,2,26,63,61,38,98
"Stkld1",0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
"Stmn1",67,55,133,50,46,28,21,104,26,46,48,119,16,14,8,44,3,61,123,76,64,294
"Stmn2",606,37,950,164,388,177,15,586,716,31,1286,55,178,13,89,1441,8,524,2048,49,2450,148
"Stmn3",953,282,1357,308,747,378,224,835,722,295,1179,842,172,79,149,1036,35,774,1932,467,1985,1721
"Stmn4",78,144,130,86,54,14,30,81,17,83,35,104,24,14,2,29,1,62,59,135,54,185
"Stmnd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stom",31,5,37,12,11,46,0,19,3,2,19,9,7,0,0,25,0,42,63,61,3,56
"Stoml1",362,43,336,90,109,63,35,161,88,79,203,158,101,5,24,292,0,193,472,153,349,388
"Stoml2",36,16,31,10,12,17,14,31,13,13,21,36,3,9,1,20,0,27,35,29,42,98
"Stoml3",0,26,19,0,4,0,0,0,5,4,0,1,11,0,0,0,0,0,0,1,0,5
"Ston1",14,5,2,6,2,1,0,4,1,2,3,6,1,0,0,2,0,0,0,4,3,30
"Ston2",4,35,15,34,1,0,3,5,2,22,4,34,9,4,2,1,2,6,54,40,6,108
"Stox1",1,0,7,3,1,0,0,4,0,0,0,2,0,0,0,0,0,3,2,3,3,2
"Stox2",126,211,196,273,47,90,202,119,83,84,39,114,191,66,677,905,366,64,343,140,419,744
"Stpg1",24,0,86,22,21,4,2,24,2,8,16,22,14,0,7,7,5,20,32,17,33,55
"Stpg2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stpg3",0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stra13",2,2,8,3,3,2,1,1,1,3,2,2,0,0,0,1,0,2,10,6,5,9
"Stra6",0,4,3,4,0,0,2,1,0,4,2,10,0,1,0,0,0,0,6,7,4,26
"Stra6l",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Stra8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strada",54,65,61,70,15,7,17,30,10,25,12,61,11,4,2,9,0,29,27,60,36,209
"Stradb",19,9,23,19,6,7,7,12,9,12,17,20,7,2,2,17,0,20,25,22,36,77
"Strap",368,460,801,347,292,160,127,385,134,307,251,545,147,95,30,315,18,402,581,535,552,1390
"Strbp",154,113,279,138,67,30,22,128,20,49,42,112,52,10,2,80,3,100,153,107,114,315
"Strc",0,0,13,12,0,2,4,0,0,2,0,13,7,0,0,0,0,4,14,11,0,14
"Strip1",293,213,663,367,188,152,111,296,148,145,256,326,120,32,48,339,10,258,669,278,383,774
"Strip2",213,8,329,11,72,25,0,97,21,2,74,7,42,0,10,200,1,76,77,4,77,17
"Strn",134,172,258,115,56,25,27,114,35,88,65,171,40,22,11,140,1,113,188,183,90,460
"Strn3",252,188,420,157,94,32,32,151,31,96,82,188,78,22,12,134,4,154,206,192,144,532
"Strn4",224,164,304,153,131,58,59,153,52,106,99,240,68,33,11,100,4,156,211,219,208,617
"Stt3a",27,50,74,41,19,10,8,26,14,20,19,47,15,4,0,49,0,28,66,36,27,101
"Stt3b",692,501,942,388,270,88,112,355,109,222,139,479,200,31,11,198,0,413,396,562,223,1254
"Stub1",434,241,483,365,181,67,107,323,174,255,298,469,104,59,22,260,16,283,432,360,567,1253
"Stum",2028,568,3059,456,901,413,117,1160,201,284,600,625,567,61,164,650,3,1042,903,509,1019,1661
"Stx11",0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,2,0,2,0,0
"Stx12",581,336,864,318,330,169,130,380,159,264,276,610,171,65,59,311,14,461,480,473,507,1684
"Stx16",78,60,110,40,34,17,22,41,15,43,30,91,30,11,8,61,0,46,48,79,65,218
"Stx17",22,21,49,22,10,9,6,11,7,15,6,21,7,0,0,13,0,19,51,29,34,80
"Stx18",20,9,16,9,6,2,5,4,3,5,7,13,3,3,2,6,1,9,13,16,12,48
"Stx19",15,72,15,19,4,5,1,0,1,4,0,5,14,0,4,0,0,1,0,17,1,44
"Stx1a",102,36,168,40,77,35,11,76,62,24,107,38,19,6,16,130,2,101,192,56,271,125
"Stx1b",1226,1291,2210,1014,611,252,281,966,264,602,575,1413,319,107,78,645,26,763,1209,1101,1336,2924
"Stx2",14,23,26,39,6,3,10,15,7,10,5,39,2,2,0,12,0,19,20,24,26,145
"Stx3",48,49,47,43,17,19,15,16,4,25,16,62,9,6,4,25,1,16,47,61,28,197
"Stx4a",47,47,67,41,18,6,9,31,19,24,20,41,21,5,19,30,1,29,59,55,49,103
"Stx5a",20,17,25,22,10,5,7,14,6,12,11,29,4,6,3,8,1,15,25,34,19,51
"Stx6",138,115,203,69,69,34,39,97,28,71,34,136,44,21,23,25,6,109,63,108,73,457
"Stx7",495,354,647,143,235,106,86,411,121,162,183,363,138,72,19,221,16,295,472,303,433,1001
"Stx8",14,21,32,13,8,7,4,18,9,15,16,26,5,0,0,10,2,12,16,15,37,78
"Stxbp1",749,801,1496,611,417,214,176,694,281,432,641,1018,197,90,80,919,14,559,1234,714,1280,2269
"Stxbp2",53,24,46,31,16,11,12,21,2,11,10,40,8,1,7,11,0,22,18,43,13,100
"Stxbp3",14,28,16,25,2,2,3,6,1,9,7,21,6,0,1,5,0,6,26,24,26,37
"Stxbp4",34,12,39,21,5,3,5,19,3,9,2,24,7,1,4,7,1,12,11,21,14,42
"Stxbp5",170,270,455,229,94,41,49,150,17,142,77,319,56,30,9,112,10,149,194,260,131,819
"Stxbp5l",104,131,212,71,36,11,15,59,8,45,29,99,35,2,2,42,0,50,58,103,59,180
"Stxbp6",10,440,8,335,1,1,113,27,6,252,9,578,4,49,4,22,8,5,31,416,23,1154
"Styk1",6,0,0,0,0,6,0,1,0,0,2,3,0,0,0,4,0,0,0,7,2,8
"Styx",0,0,2,11,0,0,0,1,0,0,3,0,1,2,0,0,0,0,7,0,0,0
"Styxl1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sub1",435,241,671,206,182,105,60,286,109,151,170,324,80,56,20,192,12,245,320,267,242,847
"Sucla2",163,96,310,85,98,70,28,171,75,62,111,159,59,8,9,132,0,133,246,107,191,308
"Suclg1",82,41,136,83,60,21,21,83,48,47,76,107,19,9,8,61,4,88,134,77,128,248
"Suclg2",11,9,18,6,4,0,0,7,6,4,9,3,6,0,0,3,0,6,51,10,13,21
"Sucnr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suco",78,95,117,73,34,9,12,52,21,29,17,36,11,10,5,50,0,48,83,75,37,131
"Suds3",278,168,408,118,117,47,54,170,72,86,121,192,74,19,15,113,7,166,231,185,309,597
"Sufu",40,25,29,26,8,7,6,15,9,18,13,34,9,4,0,13,0,14,33,36,13,104
"Sugct",0,4,3,0,3,0,0,1,0,0,8,0,2,0,0,30,0,5,7,6,3,26
"Sugp1",186,226,302,260,93,39,47,164,42,120,121,243,57,20,1,136,7,145,253,201,214,678
"Sugp2",113,99,115,54,38,15,27,69,16,51,46,106,23,9,5,78,0,53,96,115,122,372
"Sugt1",200,170,390,190,118,50,16,203,40,104,92,211,62,24,9,127,0,122,200,121,259,458
"Sulf1",1,3,1,0,0,0,1,1,0,4,0,2,0,0,0,2,0,2,0,3,0,12
"Sulf2",135,7,135,60,50,12,4,102,96,7,215,16,30,1,8,297,0,71,576,21,472,62
"Sult1a1",15,2,3,7,2,0,0,2,2,1,3,11,3,0,0,3,0,5,11,6,9,26
"Sult1b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult1c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult1c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult1d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult1e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a7",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult2a8",23,13,16,4,2,3,3,5,0,2,3,10,5,1,0,9,0,5,12,10,1,27
"Sult2b1",36,11,31,14,11,8,4,14,3,5,13,19,3,3,0,6,0,8,14,14,18,44
"Sult3a1",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult3a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sult4a1",1634,775,2081,742,757,360,229,1180,755,459,1483,973,405,112,143,1464,45,951,2775,852,2371,2896
"Sult5a1",18,21,15,17,2,7,6,6,2,4,2,5,3,1,1,0,0,10,6,12,2,23
"Sult6b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"Sult6b2",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sumf1",26,18,42,25,9,3,7,15,4,10,12,25,4,2,0,9,0,12,35,28,9,60
"Sumf2",37,7,13,0,4,1,6,5,5,5,12,12,3,0,0,10,0,10,21,19,16,34
"Sumo1",100,100,150,128,62,41,38,112,38,58,57,122,20,10,6,60,2,68,126,111,133,359
"Sumo2",100,68,132,71,62,28,25,72,35,48,52,141,23,8,17,51,1,64,104,94,124,325
"Sumo3",43,35,61,41,24,8,11,36,11,26,22,62,9,4,9,21,0,29,52,47,43,170
"Sun1",31,20,45,22,12,8,6,18,3,14,6,31,9,4,4,11,0,17,28,29,10,79
"Sun2",18,21,28,20,10,3,6,22,4,13,11,36,6,3,2,16,0,16,37,30,18,83
"Sun3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sun5",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0
"Suox",34,27,37,74,18,19,2,6,8,16,13,54,13,5,0,16,1,19,122,41,47,94
"Supt16",407,361,445,313,140,83,103,148,71,187,90,374,111,50,7,169,10,215,276,336,208,1146
"Supt20",30,21,25,30,6,3,8,17,6,15,10,29,3,5,0,15,0,16,15,32,12,59
"Supt3",11,7,12,12,7,5,1,12,2,6,5,10,1,2,5,4,0,7,19,11,5,47
"Supt4a",42,16,33,18,29,16,9,17,18,11,21,45,7,3,2,12,1,22,44,17,35,106
"Supt5",214,252,303,148,131,39,76,136,46,99,87,254,47,35,39,129,3,126,218,218,157,627
"Supt6",1381,2198,3050,1304,733,301,318,951,191,812,370,1708,445,158,85,590,26,954,904,1403,722,3486
"Supt7l",20,15,18,16,7,1,4,11,2,8,7,22,2,0,2,14,0,11,16,13,20,46
"Supv3l1",57,42,52,52,24,4,18,27,6,21,22,51,13,8,2,40,4,28,58,49,36,114
"Surf1",21,10,24,15,9,5,5,15,7,10,13,23,4,2,1,11,0,14,29,19,34,56
"Surf2",70,76,114,37,36,30,20,59,22,37,49,106,19,9,25,80,0,45,112,90,126,285
"Surf4",111,74,116,41,52,36,25,76,29,38,51,75,33,11,5,70,2,77,74,66,127,249
"Surf6",98,39,53,5,17,6,9,22,6,25,20,54,11,2,18,14,0,20,60,34,27,131
"Susd1",60,48,66,8,31,8,15,16,2,38,4,72,12,20,0,2,0,31,11,54,2,218
"Susd2",2,0,2,0,0,0,0,10,3,0,4,0,0,0,0,4,0,2,20,5,0,17
"Susd3",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1
"Susd4",104,171,160,155,46,23,63,85,54,129,83,230,28,23,14,100,1,69,190,213,218,719
"Susd5",48,2,3,0,4,0,0,11,7,3,0,5,0,0,0,30,0,6,34,7,25,8
"Susd6",776,304,1195,230,403,140,30,506,99,150,239,241,215,40,68,345,2,494,516,312,571,679
"Suv39h1",13,24,58,14,13,2,7,24,11,8,22,36,8,7,0,22,2,22,28,21,37,91
"Suv39h2",5,10,10,9,4,0,1,2,2,6,4,7,0,2,0,5,0,3,3,10,4,28
"Suv420h1",21,30,32,11,8,4,5,15,4,12,7,24,6,4,0,13,0,11,13,25,11,78
"Suv420h2",16,14,16,12,7,3,7,5,3,9,9,22,9,2,0,13,0,9,13,24,13,44
"Suz12",48,130,78,89,23,9,15,30,7,43,15,58,16,11,2,11,0,37,52,99,28,168
"Sv2a",1150,1213,2498,1157,809,355,337,1503,659,759,1110,1846,540,156,78,1726,0,1145,3438,1239,2163,4762
"Sv2b",437,8,887,21,225,98,1,271,168,2,338,4,109,0,29,682,2,263,661,2,811,22
"Sv2c",20,387,29,236,10,3,73,24,5,206,1,445,12,28,0,18,8,11,1,262,13,636
"Sva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sval1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sval2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sval3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Svbp",2,1,7,0,4,4,2,2,3,2,5,8,1,0,0,0,0,2,11,3,8,5
"Svep1",22,0,0,0,0,0,0,0,5,0,0,1,9,0,0,11,0,0,4,3,0,0
"Svil",8,7,4,10,0,0,2,0,1,4,1,11,0,1,0,1,0,2,8,14,2,47
"Svip",78,60,110,58,40,12,16,48,30,29,34,71,8,5,0,83,2,56,119,52,83,195
"Svop",409,302,778,322,281,96,136,372,184,251,279,497,155,57,12,395,6,320,615,366,638,1384
"Svopl",1,3,4,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,4,4,0,9
"Svs1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Svs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Svs3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Svs3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Svs4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Svs5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Svs6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swap70",73,16,57,32,14,10,6,20,9,11,16,12,18,5,6,52,0,22,63,57,19,75
"Swi5",18,16,41,18,20,11,6,19,20,14,25,34,4,3,1,12,1,23,46,27,52,61
"Swsap1",0,22,64,67,26,20,5,21,12,16,45,65,17,0,17,23,0,34,7,30,24,109
"Swt1",10,4,19,18,2,4,7,9,3,4,3,10,5,2,0,4,0,7,26,14,2,39
"Syap1",138,105,132,105,66,23,11,91,30,58,73,93,13,19,20,98,8,86,84,110,138,353
"Sybu",83,142,145,110,57,25,56,68,34,97,75,209,24,25,18,67,8,73,106,181,100,542
"Syce1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syce1l",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Syce2",1,1,4,2,0,0,0,1,0,2,4,3,0,1,0,4,0,5,5,2,0,8
"Syce3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sycp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sycp2",12,6,12,0,0,0,0,6,0,0,0,3,1,0,0,0,0,2,4,4,8,12
"Sycp2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sycp3",3,0,6,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,6,0,4,4
"Syde1",2,12,48,16,5,1,3,23,13,5,14,12,1,0,0,2,0,28,72,20,29,26
"Syde2",24,15,18,4,13,0,0,5,4,4,0,13,2,2,0,0,0,4,9,12,4,20
"Syf2",80,74,134,112,44,22,27,74,19,44,53,106,20,12,23,39,0,74,132,111,96,310
"Syk",10,7,9,11,3,1,2,2,2,1,0,1,9,0,0,0,0,1,18,2,6,3
"Sympk",293,158,263,107,85,48,61,112,49,86,91,186,61,27,14,135,4,138,177,181,188,455
"Syn1",1172,914,2126,738,816,300,233,1092,584,676,1104,1362,355,96,144,1596,25,978,2128,922,2187,2792
"Syn2",582,463,861,442,263,110,153,467,479,347,909,759,156,69,29,1232,15,384,1737,529,2106,1550
"Syn3",56,125,109,55,20,8,18,41,2,65,3,88,12,10,0,18,4,28,13,90,1,243
"Syna",34,41,28,30,6,5,9,9,18,12,21,47,9,3,1,26,1,10,98,36,66,59
"Synb",2,23,15,15,1,0,4,0,0,4,0,4,0,0,0,0,0,4,0,4,12,0
"Sync",0,3,0,0,0,0,0,1,0,5,0,5,0,0,0,0,0,0,0,1,0,0
"Syncrip",48,83,80,51,15,3,9,27,8,27,15,47,11,7,4,19,0,23,40,50,25,106
"Syndig1",14,17,42,11,16,2,8,13,4,19,15,34,3,5,1,20,1,16,20,39,15,132
"Syndig1l",10,30,1,13,2,0,7,26,2,5,31,14,2,2,0,59,0,25,53,15,67,76
"Syne1",1222,3309,1873,2084,483,176,549,708,135,1258,276,2879,300,261,90,494,32,676,646,2436,548,6260
"Syne2",9,10,24,7,4,1,1,11,2,4,2,8,2,0,0,6,0,5,7,7,7,32
"Syne3",0,8,2,14,0,0,1,0,0,2,0,6,0,0,0,0,2,2,0,3,0,11
"Syne4",0,3,1,3,1,1,1,2,0,2,2,6,0,0,0,0,0,3,3,5,1,12
